dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	0.7554326057434082	0.004511860749005413	1.4416220585505168	0.0090427422579232	0.14752504229545593	0.0008878515325709354	0.0	0.0	6.48594191866664	4.281396679718943	3	1066000	544846	134412	386742	
dataset_3_types_unequal	0.6251617670059204	0.007714846169955492	1.2174108823140461	0.016564303249298837	0.16572717825571695	0.004049553833984583	0.0	0.0	3.7867762466666286	0.05917297588976516	3	1065000	528580	134548	401872	
dataset_4_types_rare	0.6381286382675171	0.007788080563151969	1.2166705131530762	0.01702283750171231	0.195464625954628	0.00612999953108491	0.0	0.0	3.9226859770000524	0.028728351794809544	3	1073000	539831	142817	390352	
dataset_multibatch_dropout	0.6056344509124756	0.00971301920027094	1.218950629234314	0.01848579837534782	0.15886559089024863	0.006502895046935939	0.0	0.0	3.881512069333212	0.05434079725876214	3	1072000	514202	141335	416463	
