transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.2998858676078706	0.41374754474213327	0.0036723711960679403	0.40187935325406526	1.2873781848929502	0.686441383782455	0.788088161964304	0.9832931044597322	0.9681228621156374
