transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.30820655641019035	0.4791584339266683	0.005213639101159047	0.41737779874276637	1.353470398493166	0.7486767028414771	0.837941454752412	0.9916141892571863	0.9815110261117223
