dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	4.91652281216664	0	12.2832075440433	0	0	0	0.0077479843300282	0	0.0351	0.0834431942501404	10	92300	36914	7279	48107	NA
dataset_3_types_unequal	3.87884212700256	0	10.7536686491825	0	0	0	0.00141180524672658	0	0.00389999999999944	0.00119721899973718	10	92600	33394	7662	51544	NA
dataset_4_types_rare	7.99016677680785	0	14.7676035863022	0	0	0	0.0331555750601743	0	0.00480000000000018	0.00229975844142467	10	93200	50349	8182	34669	NA
dataset_multibatch_dropout	7.33595292215972	0	14.6552881938436	0	0	0	0.0183859287034953	0	0.0100999999999999	0.0022827858224353	10	291600	145828	36313	109459	NA
