dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	n_corr_genes	n_corr_genes_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes	error
groups_balanced_moderate_drop_n10000	1.2827290254043	0	2.81403778693468	0	0.000217754405655669	0	0.0296090410629821	0	1.33658674174695	0	0.708187249928314	0	1.4124595645	0	0.00735693517408515	0	0.161322176561314	0	0.721904155367402	0	2.65127191171015	0	2.50850898934871	0	0.0153526532560246	0	994	0	139.827	0	1	9940000	4485532	1144271	4310197	3010000	301	NA
