config_id	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	renorm_imputed	p_bio_temp	p_bio_bias	thr_drop	p_bio_nz_scale	post_log_quantile	cell_scale_alpha	sf_dropout_alpha	proxy_calib_shrink	proxy_bio_weight	proxy_drop_weight	proxy_impute_alpha	proxy_impute_gamma	proxy_mean_mode	proxy_calib_min_points	proxy_pu_weight	bio_soft_gamma	proxy_calib_mode	impute_mode	impute_blend_alpha	avg_mse	avg_bz_mse	score
448	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.7081876181469595	0.1415626920113559	0.49565650108483567
449	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.7081876181469595	0.1415626920113559	0.49565650108483567
450	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.7081876181469595	0.1415626920113559	0.49565650108483567
484	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.7081876181469595	0.1415626920113559	0.49565650108483567
485	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.7081876181469595	0.1415626920113559	0.49565650108483567
486	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.7081876181469595	0.1415626920113559	0.49565650108483567
1168	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.6929048973547063	0.15129838687755065	0.4977508355549038
1169	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.6929048973547063	0.15129838687755065	0.4977508355549038
1170	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.6929048973547063	0.15129838687755065	0.4977508355549038
1204	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.6929048973547063	0.15129838687755065	0.4977508355549038
1205	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.6929048973547063	0.15129838687755065	0.4977508355549038
1206	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.6929048973547063	0.15129838687755065	0.4977508355549038
445	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.0	0.7051423868946229	0.14603376514887492	0.49860495859618637
446	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.5	0.7051423868946229	0.14603376514887492	0.49860495859618637
447	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	1.0	0.7051423868946229	0.14603376514887492	0.49860495859618637
481	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.0	0.7051423868946229	0.14603376514887492	0.49860495859618637
482	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.5	0.7051423868946229	0.14603376514887492	0.49860495859618637
483	0.0	0.0	False	False	2.0	0.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	1.0	0.7051423868946229	0.14603376514887492	0.49860495859618637
1165	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.0	0.6905634912292016	0.15536964426183797	0.5006513898764388
1166	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.5	0.6905634912292016	0.15536964426183797	0.5006513898764388
1167	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	1.0	0.6905634912292016	0.15536964426183797	0.5006513898764388
1201	0.0	0.0	False	False	2.5	1.5	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	4.0	labeled	ae	0.0	0.6905634912292016	0.15536964426183797	0.5006513898764388
