config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	p_bio_temp	p_bio_bias	thr_drop	p_bio_nz_scale	avg_rmse	avg_bz_rmse	score
147	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.99	0.2	1.7898758703277473	0.26113886386394536	1.1560767990278191
148	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.99	0.5	1.7898758703277473	0.26113886386394536	1.1560767990278191
149	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.99	0.8	1.7898758703277473	0.26113886386394536	1.1560767990278191
150	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.99	1.0	1.7898758703277473	0.26113886386394536	1.1560767990278191
11	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.95	0.0	2.265605716604561	0.026086285115623626	1.158889143417904
12	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.95	0.2	2.265605716604561	0.026086285115623626	1.158889143417904
13	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.95	0.5	2.265605716604561	0.026086285115623626	1.158889143417904
14	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.95	0.8	2.265605716604561	0.026086285115623626	1.158889143417904
15	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.95	1.0	2.265605716604561	0.026086285115623626	1.158889143417904
101	0.0	0.7	0.8	0.0	0.0	False	1.5	1.0	0.95	0.0	1.7765471550052274	0.2760721875119655	1.1643457650145792
102	0.0	0.7	0.8	0.0	0.0	False	1.5	1.0	0.95	0.2	1.7765471550052274	0.2760721875119655	1.1643457650145792
103	0.0	0.7	0.8	0.0	0.0	False	1.5	1.0	0.95	0.5	1.7765471550052274	0.2760721875119655	1.1643457650145792
104	0.0	0.7	0.8	0.0	0.0	False	1.5	1.0	0.95	0.8	1.7765471550052274	0.2760721875119655	1.1643457650145792
105	0.0	0.7	0.8	0.0	0.0	False	1.5	1.0	0.95	1.0	1.7765471550052274	0.2760721875119655	1.1643457650145792
136	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.99	0.0	1.7709075975401176	0.28439572595703466	1.1698495247270935
137	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.99	0.2	1.7709075975401176	0.28439572595703466	1.1698495247270935
138	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.99	0.5	1.7709075975401176	0.28439572595703466	1.1698495247270935
139	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.99	0.8	1.7709075975401176	0.28439572595703466	1.1698495247270935
140	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.99	1.0	1.7709075975401176	0.28439572595703466	1.1698495247270935
126	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.99	0.0	1.7570371133323128	0.30471906100115226	1.1832376176673087
127	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.99	0.2	1.7570371133323128	0.30471906100115226	1.1832376176673087
128	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.99	0.5	1.7570371133323128	0.30471906100115226	1.1832376176673087
129	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.99	0.8	1.7570371133323128	0.30471906100115226	1.1832376176673087
130	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.99	1.0	1.7570371133323128	0.30471906100115226	1.1832376176673087
91	0.0	0.7	0.8	0.0	0.0	False	1.5	0.5	0.95	0.0	1.7569894498140735	0.3047496921106776	1.1832444170177143
92	0.0	0.7	0.8	0.0	0.0	False	1.5	0.5	0.95	0.2	1.7569894498140735	0.3047496921106776	1.1832444170177143
93	0.0	0.7	0.8	0.0	0.0	False	1.5	0.5	0.95	0.5	1.7569894498140735	0.3047496921106776	1.1832444170177143
94	0.0	0.7	0.8	0.0	0.0	False	1.5	0.5	0.95	0.8	1.7569894498140735	0.3047496921106776	1.1832444170177143
95	0.0	0.7	0.8	0.0	0.0	False	1.5	0.5	0.95	1.0	1.7569894498140735	0.3047496921106776	1.1832444170177143
151	0.0	0.7	0.8	0.0	0.0	False	2.0	1.5	0.95	0.0	1.7535850120072425	0.3111068134861843	1.1878993194898055
152	0.0	0.7	0.8	0.0	0.0	False	2.0	1.5	0.95	0.2	1.7535850120072425	0.3111068134861843	1.1878993194898055
153	0.0	0.7	0.8	0.0	0.0	False	2.0	1.5	0.95	0.5	1.7535850120072425	0.3111068134861843	1.1878993194898055
154	0.0	0.7	0.8	0.0	0.0	False	2.0	1.5	0.95	0.8	1.7535850120072425	0.3111068134861843	1.1878993194898055
155	0.0	0.7	0.8	0.0	0.0	False	2.0	1.5	0.95	1.0	1.7535850120072425	0.3111068134861843	1.1878993194898055
21	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.95	0.0	2.3509351289044487	0.014597100857360115	1.1900646653095845
22	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.95	0.2	2.3509351289044487	0.014597100857360115	1.1900646653095845
23	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.95	0.5	2.3509351289044487	0.014597100857360115	1.1900646653095845
24	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.95	0.8	2.3509351289044487	0.014597100857360115	1.1900646653095845
25	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.95	1.0	2.3509351289044487	0.014597100857360115	1.1900646653095845
141	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.95	0.0	1.7440975958765965	0.32886592082020194	1.2009147187585003
142	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.95	0.2	1.7440975958765965	0.32886592082020194	1.2009147187585003
143	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.95	0.5	1.7440975958765965	0.32886592082020194	1.2009147187585003
144	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.95	0.8	1.7440975958765965	0.32886592082020194	1.2009147187585003
145	0.0	0.7	0.8	0.0	0.0	False	2.0	1.0	0.95	1.0	1.7440975958765965	0.32886592082020194	1.2009147187585003
81	0.0	0.7	0.8	0.0	0.0	False	1.5	0.0	0.95	0.0	1.7438089051658396	0.3297478209490895	1.2016522735320092
82	0.0	0.7	0.8	0.0	0.0	False	1.5	0.0	0.95	0.2	1.7438089051658396	0.3297478209490895	1.2016522735320092
83	0.0	0.7	0.8	0.0	0.0	False	1.5	0.0	0.95	0.5	1.7438089051658396	0.3297478209490895	1.2016522735320092
84	0.0	0.7	0.8	0.0	0.0	False	1.5	0.0	0.95	0.8	1.7438089051658396	0.3297478209490895	1.2016522735320092
85	0.0	0.7	0.8	0.0	0.0	False	1.5	0.0	0.95	1.0	1.7438089051658396	0.3297478209490895	1.2016522735320092
131	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.95	0.0	1.737841089848636	0.34287887622873003	1.211799421153048
132	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.95	0.2	1.737841089848636	0.34287887622873003	1.211799421153048
133	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.95	0.5	1.737841089848636	0.34287887622873003	1.211799421153048
134	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.95	0.8	1.737841089848636	0.34287887622873003	1.211799421153048
135	0.0	0.7	0.8	0.0	0.0	False	2.0	0.5	0.95	1.0	1.737841089848636	0.34287887622873003	1.211799421153048
121	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.95	0.0	1.7336320104111085	0.35290828862040563	1.2197242938259598
122	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.95	0.2	1.7336320104111085	0.35290828862040563	1.2197242938259598
123	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.95	0.5	1.7336320104111085	0.35290828862040563	1.2197242938259598
124	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.95	0.8	1.7336320104111085	0.35290828862040563	1.2197242938259598
125	0.0	0.7	0.8	0.0	0.0	False	2.0	0.0	0.95	1.0	1.7336320104111085	0.35290828862040563	1.2197242938259598
6	0.0	0.7	0.8	0.0	0.0	False	0.5	0.0	0.99	0.0	2.4422764125336496	0.0	1.2211382062668248
7	0.0	0.7	0.8	0.0	0.0	False	0.5	0.0	0.99	0.2	2.4422764125336496	0.0	1.2211382062668248
8	0.0	0.7	0.8	0.0	0.0	False	0.5	0.0	0.99	0.5	2.4422764125336496	0.0	1.2211382062668248
9	0.0	0.7	0.8	0.0	0.0	False	0.5	0.0	0.99	0.8	2.4422764125336496	0.0	1.2211382062668248
10	0.0	0.7	0.8	0.0	0.0	False	0.5	0.0	0.99	1.0	2.4422764125336496	0.0	1.2211382062668248
31	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.95	0.0	2.4221028682998496	0.014597100857360115	1.225648535007285
32	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.95	0.2	2.4221028682998496	0.014597100857360115	1.225648535007285
33	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.95	0.5	2.4221028682998496	0.014597100857360115	1.225648535007285
34	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.95	0.8	2.4221028682998496	0.014597100857360115	1.225648535007285
35	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.95	1.0	2.4221028682998496	0.014597100857360115	1.225648535007285
16	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.99	0.0	2.502345066199819	0.0	1.2511725330999095
17	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.99	0.2	2.502345066199819	0.0	1.2511725330999095
18	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.99	0.5	2.502345066199819	0.0	1.2511725330999095
19	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.99	0.8	2.502345066199819	0.0	1.2511725330999095
20	0.0	0.7	0.8	0.0	0.0	False	0.5	0.5	0.99	1.0	2.502345066199819	0.0	1.2511725330999095
26	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.99	0.0	2.5525474965575623	0.0	1.2762737482787812
27	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.99	0.2	2.5525474965575623	0.0	1.2762737482787812
28	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.99	0.5	2.5525474965575623	0.0	1.2762737482787812
29	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.99	0.8	2.5525474965575623	0.0	1.2762737482787812
30	0.0	0.7	0.8	0.0	0.0	False	0.5	1.0	0.99	1.0	2.5525474965575623	0.0	1.2762737482787812
36	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.99	0.0	2.5946477598721476	0.0	1.2973238799360738
37	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.99	0.2	2.5946477598721476	0.0	1.2973238799360738
38	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.99	0.5	2.5946477598721476	0.0	1.2973238799360738
39	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.99	0.8	2.5946477598721476	0.0	1.2973238799360738
40	0.0	0.7	0.8	0.0	0.0	False	0.5	1.5	0.99	1.0	2.5946477598721476	0.0	1.2973238799360738
