dataset	n_repeats	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	runtime_sec	runtime_sec_std	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes
batch_effects_moderate_drop	1	0.17489229731848552	nan	0.20146813543402986	nan	0.09692201467716889	nan	0.16592177016564974	nan	0.17496547825652045	nan	0.3156520518261318	nan	0.34809745300577405	nan	0.17748883657876052	nan	0.3168569613776524	nan	0.31549297726697234	nan	1.0076458950647371	nan	0.9591011856220967	nan	0.22822745156393426	nan	24.866363557986915	nan	965000	459783	111407	393810	288000	288
batch_effects_moderate_drop_group	1	0.17968211743662663	nan	0.20224658726638756	nan	0.10583228074068388	nan	0.17521417876620124	nan	0.18418846991165802	nan	0.32173642372839556	nan	0.34838104014902915	nan	0.1950113629516796	nan	0.3269608917270545	nan	0.3265406005649405	nan	1.0262445839079128	nan	0.9623518966502443	nan	0.23950751819740732	nan	22.02094415796455	nan	968000	442900	110226	414874	254000	254
groups_balanced_moderate_drop	1	0.16986446325593405	nan	0.19120259197306586	nan	0.0755686957165965	nan	0.17060566500460383	nan	0.16766865627789657	nan	0.31477621135038164	nan	0.34276496577202625	nan	0.15967126990054026	nan	0.3235774558146378	nan	0.30956742154990785	nan	1.0528270806240037	nan	0.9865000857177939	nan	0.16708819756194232	nan	22.156127534923144	nan	967000	445339	104058	417603	252000	252
groups_balanced_moderate_drop_group	1	0.1755384714197954	nan	0.1951131103128938	nan	0.08524142760861587	nan	0.17656694385579416	nan	0.17221992812620154	nan	0.32109469429990456	nan	0.34681680362968764	nan	0.17164469506624214	nan	0.3305024557770696	nan	0.31826020792482024	nan	1.0552612523430709	nan	0.9854452975194574	nan	0.21629850860970773	nan	22.146470785024576	nan	974000	465360	105473	403167	268000	268
groups_balanced_nodrop	1	0.14669452508877615	nan	nan	nan	0.10902083591062763	nan	0.15216290108670788	nan	0.14687489595210831	nan	0.29975423557096775	nan	nan	nan	0.26215473777482484	nan	0.30521184261100165	nan	0.3005986181084608	nan	0.9909289209757268	nan	0.9216504299878867	nan	0.2051140744716926	nan	22.11063459608704	nan	995000	0	126119	868881	264000	264
groups_imbalanced_moderate_drop	1	0.17105793864060212	nan	0.19510534589561468	nan	0.08737803525215215	nan	0.16599584116190674	nan	0.17586431978124897	nan	0.31552583880560925	nan	0.34720271120568924	nan	0.17079300932236907	nan	0.31917609789945756	nan	0.32107833535184627	nan	1.0465591073314855	nan	0.9993258463079819	nan	0.16830115485612393	nan	21.8984865170205	nan	963000	472453	112927	377620	251000	251
groups_imbalanced_moderate_drop_group	1	0.16570721129165195	nan	0.19068440855132535	nan	0.08032229464385976	nan	0.1633190639629842	nan	0.16560112410113223	nan	0.31012939347203305	nan	0.34242948465840645	nan	0.16350686826432792	nan	0.3160236924675847	nan	0.3106235891784193	nan	1.0369317956592095	nan	0.9719279231096942	nan	0.1807221478726679	nan	22.126327053061686	nan	972000	418522	110025	443453	278000	278
groups_rare_high_drop	1	0.22798566528429326	nan	0.2547791052950162	nan	0.04976951981448424	nan	0.23382575485672627	nan	0.2388221274693174	nan	0.3660563674893259	nan	0.3970293848686377	nan	0.11099192573654636	nan	0.39179805808424156	nan	0.3741690160421281	nan	1.2127477932798139	nan	1.1583111712532885	nan	0.17285644669474065	nan	22.28141431102995	nan	955000	601218	98746	255036	329000	329
groups_rare_high_drop_group	1	0.21295823759102891	nan	0.24323174943933973	nan	0.04874632544467418	nan	0.2086430165337394	nan	0.22215160417182644	nan	0.35198305698288207	nan	0.3883921574722392	nan	0.107907323313827	nan	0.363146008365655	nan	0.35890046393626807	nan	1.17783444651964	nan	1.1255112527762827	nan	0.21188086390487249	nan	22.140380771947093	nan	946000	569844	97738	278418	334000	334
paths_branching_moderate_drop	1	0.17171632877962906	nan	0.1984848076892586	nan	0.07457795557861566	nan	0.1710397926742849	nan	0.1755947627066732	nan	0.3137248617592567	nan	0.3487728990490962	nan	0.15514236177514762	nan	0.32351516948727466	nan	0.31763319198239226	nan	1.0253832030490877	nan	1.0016679301628881	nan	0.19787615340476447	nan	22.171022514929064	nan	966000	467969	126370	371661	582000	582
