config_id	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	renorm_imputed	p_bio_temp	p_bio_bias	thr_drop	p_bio_nz_scale	post_log_quantile	cell_scale_alpha	sf_dropout_alpha	proxy_calib_shrink	proxy_bio_weight	proxy_drop_weight	proxy_impute_alpha	proxy_impute_gamma	proxy_mean_mode	proxy_calib_min_points	proxy_pu_weight	bio_soft_gamma	proxy_calib_mode	impute_mode	impute_blend_alpha	avg_mse	avg_bz_mse	score
28	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.8658459808263468	0.08918977291723444	0.5221127633304078
29	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.8658459808263468	0.08918977291723444	0.5221127633304078
30	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.8658459808263468	0.08918977291723444	0.5221127633304078
25	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.8657425164987819	0.08930946426822627	0.5221807225176172
26	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.8657425164987819	0.08930946426822627	0.5221807225176172
27	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.8657425164987819	0.08930946426822627	0.5221807225176172
34	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.8394506336467369	0.16078135208663297	0.5805066689100014
35	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.8394506336467369	0.16078135208663297	0.5805066689100014
36	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.8394506336467369	0.16078135208663297	0.5805066689100014
31	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.8395483916770926	0.16102474522653598	0.5807989410650822
32	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.8395483916770926	0.16102474522653598	0.5807989410650822
33	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.8395483916770926	0.16102474522653598	0.5807989410650822
16	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	1.1570695315298634	0.03918539541187532	0.6177201611768071
17	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.5	1.1570695315298634	0.03918539541187532	0.6177201611768071
18	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	1.0	1.1570695315298634	0.03918539541187532	0.6177201611768071
13	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	1.1569625540798967	0.03924738699488882	0.6177286640348372
14	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	1.1569625540798967	0.03924738699488882	0.6177286640348372
15	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	1.1569625540798967	0.03924738699488882	0.6177286640348372
22	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.0	1.1432703319275301	0.05919986208463704	0.6308350280484021
23	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.5	1.1432703319275301	0.05919986208463704	0.6308350280484021
24	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	1.0	1.1432703319275301	0.05919986208463704	0.6308350280484021
19	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	6.0	labeled	ae	0.0	1.143346793145922	0.059301964461974284	0.6309753610349353
20	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	6.0	labeled	ae	0.5	1.143346793145922	0.059301964461974284	0.6309753610349353
21	0.0	0.0	False	False	2.5	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	6.0	labeled	ae	1.0	1.143346793145922	0.059301964461974284	0.6309753610349353
1	0.0	0.0	False	False	2.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.0	1.5962666010204263	0.011222118257264121	0.8093554187674773
2	0.0	0.0	False	False	2.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	0.5	1.5962666010204263	0.011222118257264121	0.8093554187674773
3	0.0	0.0	False	False	2.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	6.0	labeled	ae	1.0	1.5962666010204263	0.011222118257264121	0.8093554187674773
4	0.0	0.0	False	False	2.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	1.596342977252278	0.011203896442994792	0.8093753850691338
