dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.18087584381111155	0.2766820465714991	0.05449485971918656	0.0598293026313799	92300	36914	7279	48107
dataset_3_types_unequal	0.17875079254256246	0.2869047149453252	0.05436761472783549	0.060279151489493185	92600	33394	7662	51544
dataset_4_types_rare	0.2429217851643264	0.3260763354122715	0.05427288940119166	0.059400708289689574	93200	50349	8182	34669
dataset_multibatch_dropout	0.20734295857461574	0.28812309983855017	0.04146642567221439	0.057972163771978016	291600	145828	36313	109459
AVG	0.20247284502315402		0.051150447380107024					
