dataset	config	transform	seed	cluster_seeds	runtime_sec	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	n_clusters_grid_mean	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
Baron	skip0p1	raw	42	42	242.55313686700538	0.4516556744729151	0.7467143241008456	0.6797776913910111	0.8443867598447636	26.288888888888888	0.6710931582404577	0.8368945505275275	14.0
