dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	n_corr_genes	n_corr_genes_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes	error
groups_balanced_moderate_drop_n10000	0.6975546451204367	0.0	0.7313601182448453	0.0	0.004169306877987809	0.0	0.8464539188430406	0.0	0.7171603670630439	0.0	0.6828360529656079	0.0	0.7321367513608162	0.0	0.02538827359016274	0.0	0.8060690670667416	0.0	0.693788518241712	0.0	1.9869902432122306	0.0	1.8808356477016928	0.0	0.37337482886636214	0.0	994.0	0.0	175.62344724099967	0.0	1	9940000	4485532	1144271	4310197	3010000	301	
