transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.2172713720791828	0.28495189367213075	0.014489610701597634	0.34504851759096733	1.1553414683570422	0.7362096252075901	0.8330709085204165	0.9946048548718394	0.987815836810351
