dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.7487038113543553	1.119976818781859	0.8340700762589769	0.08801173205051475	92300	36914	7279	48107
dataset_3_types_unequal	0.7521855388531397	1.1838684331577793	0.848440572142701	0.037591077547202534	92600	33394	7662	51544
dataset_4_types_rare	0.841866889908662	1.084441386047343	0.834228213175768	0.1820744950631842	93200	50349	8182	34669
dataset_multibatch_dropout	0.7951025344838529	1.062366059515108	0.6991253341311036	0.13559333061050463	291600	145828	36313	109459
AVG	0.7844646936500024		0.8039660489271374					
