config_id	objective	avg_mse_biozero	avg_mse	thr_drop	disp_mode	disp_const	use_cell_factor	tau_dispersion	tau_group_dispersion	tau_dropout	p_zero	p_nz	noise_min	noise_max	hidden	bottleneck	dropout	use_residual	epochs	batch_size	lr	weight_decay	loss_bio_weight	loss_nz_weight	bio_reg_weight	recon_weight	p_low	p_high	post_threshold	post_threshold_scale	post_threshold_gamma	post_gene_quantile	post_gene_scale	post_gene_gamma	keep_positive	hard_zero_bio	oracle_bio	blend_alpha	blend_gamma	p_bio_temp	p_bio_bias	ae_bio_weight	ae_bio_temp	ae_bio_quantile	ae_bio_union	gene_boost	gene_boost_gamma	gene_nz_boost	gene_nz_boost_gamma	gene_nz_mix	gene_nz_mix_gamma	gene_rare_threshold	gene_rare_pbio	cell_zero_weight	cell_depth_boost	cell_depth_gamma	cluster_weight	cluster_gamma	cluster_k	cluster_pcs	shrink_alpha	shrink_gamma	expr_bio_weight	expr_bio_temp	expr_bio_bias	expr_bio_quantile	expr_bio_scale	expr_bio_union	knn_bio_weight	knn_bio_temp	knn_bio_quantile	knn_k	knn_bio_union	clip_negative
27	1.0467451885342598	0.07607270032167435	1.941344976425171	0.95	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.4	0.6	0.0	1.0	0.0	2.0	2	10	0.2	4.0	0.5	0.6	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
28	0.5390835851430893	0.20675276219844818	0.6646616458892822	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.4	0.6	0.0	1.0	0.0	2.0	2	10	0.2	4.0	0.6	0.3	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
29	3.554411311924923	0.00030483800219371915	7.108212947845459	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.3	0.3	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.5	0.6	0.0	1.0	0.0	2.0	2	10	0.1	4.0	0.5	0.6	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
30	0.5274180620908737	0.12805597484111786	0.7987241744995117	0.95	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.3	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.4	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.5	0.3	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
31	3.6627860069274902	0.0	7.3255720138549805	0.94	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.6	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.3	0.6	0.0	1.0	0.0	2.0	2	10	0.1	4.0	0.5	0.3	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
32	3.5656095571175683	0.0003036088601220399	7.130611896514893	0.94	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.6	0.1	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.4	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.6	0.6	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
33	0.5379498898983002	0.20394381880760193	0.6680121421813965	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.3	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.3	0.6	0.0	1.0	0.0	2.0	2	10	0.1	4.0	0.4	0.3	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
34	3.649167537689209	0.0	7.298335075378418	0.94	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.3	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.5	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.4	0.3	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
35	0.5275721698999405	0.14774198830127716	0.7596603631973267	0.94	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.3	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.3	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.6	0.3	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
36	0.5272581279277802	0.1377897560596466	0.7789367437362671	0.94	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.1	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.5	0.6	0.0	1.0	0.0	2.0	2	10	0.1	4.0	0.6	0.3	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
37	3.6638219356536865	0.0	7.327643871307373	0.95	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.6	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.4	0.6	0.0	1.0	0.0	2.0	2	10	0.2	4.0	0.4	0.3	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
38	3.4474803445627913	0.0011152265360578895	6.892730236053467	0.94	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.3	0.1	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.3	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.6	0.3	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
39	3.6551835536956787	0.0	7.310367107391357	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.6	0.3	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.3	0.6	0.0	1.0	0.0	2.0	2	10	0.1	4.0	0.6	0.6	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
40	0.5278758108615875	0.12932109832763672	0.7971094250679016	0.95	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.1	0.5	0.6	0.0	1.0	0.0	2.0	2	10	0.1	4.0	0.4	0.3	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
41	3.6638219356536865	0.0	7.327643871307373	0.95	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.6	0.1	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.4	0.6	0.0	1.0	0.0	2.0	2	10	0.2	4.0	0.4	0.6	0.0	0.2	1.0	True	0.0	0.2	0.4	10	False	False
42	0.5380534082651138	0.2043909877538681	0.6673248410224915	0.9	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.0	0.1	0.4	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.5	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.4	0.3	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
43	3.6679770946502686	0.0	7.335954189300537	0.95	estimate	0.05	True	20.0	20.0	50.0	0.0	0.2	0.0	0.5	128,64	64	0.05	False	100	32	0.0005	0.0	2.0	1.0	1.0	0.1	2.0	99.5	0.0	0.0	4.0	0.1	0.5	4.0	True	True	False	0.3	2.0	1.5	0.5	0.6	0.3	0.6	False	0.0	1.0	0.0	4.0	0.0	1.0	0.05	0.3	0.6	0.0	1.0	0.0	2.0	2	10	0.3	4.0	0.6	0.3	0.0	0.3	1.0	True	0.0	0.2	0.4	10	False	False
