transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.682406542406436	0.791602406637339	0.010172391101113157	0.6452606068434896	1.8419362503699763	0.4110794324707289	0.558824073108545	0.639454150972737	0.6759591206738758
