dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	1.716387913563118	0.7579125600561836	1.752446443413605	2.178722208788667	92300	36914	7279	48107
dataset_3_types_unequal	1.7702232582900752	0.776793654939345	1.6343015545382775	2.2004047173058963	92600	33394	7662	51544
dataset_4_types_rare	1.439629594577717	0.7452527665815843	1.3605215847146683	2.0804103768629596	93200	50349	8182	34669
dataset_multibatch_dropout	1.4267645311189205	0.7148325938700063	1.132342256826318	2.0777096536029775	291600	145828	36313	109459
AVG	1.5882513243874576		1.4699029598732172					
