dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.667384684085846	0.8426558971405029	0.8927285671234131	0.4348805248737335	92300	36914	7279	48107
dataset_3_types_unequal	0.669186532497406	0.890218198299408	0.8910875916481018	0.41597652435302734	92600	33394	7662	51544
dataset_4_types_rare	0.7128211259841919	0.8055404424667358	0.9187330007553101	0.4736805856227875	93200	50349	8182	34669
dataset_multibatch_dropout	0.6952696442604065	0.8178101181983948	0.7395280003547668	0.46401914954185486	291600	145828	36313	109459
AVG	0.6861654967069626		0.860519289970398					
