dataset	transform	seed	runtime_sec	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
groups_balanced_moderate_drop	raw	42	142.98855173797347	0.21632886278060612	0.2844499990825947	0.01369404594256166	0.3443553001018564	1.152309137434493	0.7846634771242069	0.8641068232230711	0.9969959707973052	0.9923352719662588	0.9957968078573659	0.9897747079029818	3.0
